username,text,cleaned_text
pokimanelol,@AriaSaki ily and imy too &lt;3,ily and imy too &lt3
pokimanelol,@AriaSaki up down both either bald doesn't matter UR HOTTTTTT,up down both either bald doesnt matter ur hotttttt
pokimanelol,@Kkatamina !!!!,
pokimanelol,@CrypticNoHoes @sorceryfightfan @WhosBreezyUK down astronomical,down astronomical
pokimanelol,"RT @honkkarl: Minecraft with Pokimane tomorrow
Remaking Party Island in Kinoko Kingdom.
Around 8pm EST 
:]", minecraft with pokimane tomorrowremaking party island in kinoko kingdomaround pm est 
pokimanelol,anyone wanna play it takes two w me? ,anyone wanna play it takes two w me
pokimanelol,@DenniConcepts @FortniteGame i dare u.. u won't do it.. c'mon do it..,i dare u u wont do it cmon do it
pokimanelol,@MoistCr1TiKaL painfully true,painfully true
pokimanelol,"@brookeab if u trust ur friends, then trust us when we say u are lovelyyyy brookie ",if u trust ur friends then trust us when we say u are lovelyyyy brookie
pokimanelol,@twulytenzin it's whatever u want it to be :),its whatever u want it to be
pokimanelol,"@reechuuu i'm sending my mom this, she's gonna be so happy to have finally gotten her first piece of fan art ",im sending my mom this shes gonna be so happy to have finally gotten her first piece of fan art
pokimanelol,"@TubboLive theragun is basically the best therapy massage device on the market (imo, super not biased kek), and the... https://t.co/DfWZWG7otc",theragun is basically the best therapy massage device on the market imo super not biased kek and the
pokimanelol,@Kkatamina WAAAH THANKS BB &lt;3!,waaah thanks bb &lt3
pokimanelol,"@bnans aaah ty, i've had one for years and love it sm ",aaah ty ive had one for years and love it sm
pokimanelol,@CptPuffy thank you bestie!! ,thank you bestie
pokimanelol,@Valkyrae Imane is very proud of Rae!!!! &lt;3,imane is very proud of rae &lt3
pokimanelol,"@Chinchi909 @KarlJacobs_ dm'd you for your address, i hope the theragun helps alleviate your pain ",dmd you for your address i hope the theragun helps alleviate your pain
pokimanelol,@D3NNI_yt gotta make your money work for you y'know ,gotta make your money work for you yknow
pokimanelol,@REALMizkif i'll think about it :),ill think about it
pokimanelol,@KarlJacobs_ DO YOU WANT ONE WITH YOUR NAME ENGRAVED ON IT BC I GOT THE HOOK UP ,do you want one with your name engraved on it bc i got the hook up
pokimanelol,"it's so surreal to say this but..

i've officially invested in theragun/therabody alongside absolute LEGENDS like r... https://t.co/sF0bdP06VJ",its so surreal to say this butive officially invested in theragun therabody alongside absolute legends like r
pokimanelol,@Nihaachu choose me pls,choose me pls
pokimanelol,"@tommyinnit she's ur mum, i'm your mom, we are not the same.",shes ur mum im your mom we are not the same
pokimanelol,@brodinplett you're welcome,youre welcome
pokimanelol,"@itsamy_7 @LilyPichu @michaelreeves @scarra i knooow, they're so sweet ",i knooow theyre so sweet
pokimanelol,@quincy_dove @LilyPichu @michaelreeves @scarra dying like that is a little bit better ,dying like that is a little bit better
pokimanelol,"my return to fortnite..
ft. @LilyPichu @michaelreeves @scarra, stream snipers, my emote, and wholesome duo fills :'... https://t.co/vzbRkzTntW",my return to fortniteft  stream snipers my emote and wholesome duo fills 
pokimanelol,"@tommyinnit happy birthday! love, -mom ",happy birthday love  mom
pokimanelol,"RT @D3NNI_yt: Poki doing the Poki emote! 

@pokimanelol @FortniteGame https://t.co/kvSSYKcUpz", poki doing the poki emote
pokimanelol,@michaelreeves it's been out for 1 minute and i've already watched the whole thing on 5x speed,its been out for minute and ive already watched the whole thing on x speed
pokimanelol,@gwinshin @FortniteGame i rememberrr ,i rememberrr
pokimanelol,@xDrifted @FortniteGame triple threat ,triple threat
pokimanelol,@DenniConcepts @FortniteGame imagine the emote with the cute skin you made ,imagine the emote with the cute skin you made
pokimanelol,"since you guys asked for it...

my poki @FortniteGame Emote is back TONIGHT!  https://t.co/4b0NJ4J2A9",since you guys asked for itmy poki emote is back tonight
pokimanelol,@m0nserei teammates like that &gt;&gt;&gt; ,teammates like that &gt&gt&gt
pokimanelol,@viniecs ok so many of the replies are making me realize I NEEDA HYPE MYSELF UP LET'S FKN GOOOOOOOO,ok so many of the replies are making me realize i needa hype myself up lets fkn goooooooo
